id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1404054110958014472,1404051057852882944,2021-06-13 22:32:40 AEST,2021-06-13,22:32:40,+1000,3067865324,fantoman79,Fantoman,,@Simmotravels nOt aNtI vAx  zErO cHanCe I wILl tAke tHe Jab  https://t.co/Mzu7frhX2z,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/E3wzxJjVEAQg9x_.jpg'],1,0,3,[],[],https://twitter.com/fantoman79/status/1404054110958014472,False,,1,https://pbs.twimg.com/tweet_video_thumb/E3wzxJjVEAQg9x_.jpg,,,,,,,"[{'screen_name': 'Simmotravels', 'name': 'The Wandering Simmo', 'id': '156677140'}]",,,,
1403977575529992202,1403927961636573184,2021-06-13 17:28:33 AEST,2021-06-13,17:28:33,+1000,1382577369857216514,healslight,Love&Light,,@AdamBrandon84 @teecheverything Yes because football italia are not corrupt? I would take there word for it. This is not substantial evidence. Most people are not anti vax they are simply against being coerced to take medication that has not been tested for long term use.,en,[],[],[],0,0,1,[],[],https://twitter.com/HealsLight/status/1403977575529992202,False,,0,,,,,,,,"[{'screen_name': 'AdamBrandon84', 'name': 'Adam Brandon', 'id': '217496961'}, {'screen_name': 'teecheverything', 'name': 'teecheverything', 'id': '1277704207508873216'}]",,,,
1403962297245061126,1403903249053278212,2021-06-13 16:27:50 AEST,2021-06-13,16:27:50,+1000,1298418122454528000,firstgayd,FirstGay'd,,"@HiroEverAfter Sorta related(?) but one of my favourite porn stars turned out to be massively anti vax and anti mask, big ol conspiracy vibes and I had to block that noise  Still disappointed by it",en,[],[],[],1,0,0,[],[],https://twitter.com/FirstGayd/status/1403962297245061126,False,,0,,,,,,,,"[{'screen_name': 'HiroEverAfter', 'name': '🔞Gay If True🔞', 'id': '1180635865518923776'}]",,,,
1403872809625874440,1403869336071114755,2021-06-13 10:32:15 AEST,2021-06-13,10:32:15,+1000,1398801666942455813,donrascal1,Don Giovanni Rascali,,@BenHopkinsAus @kiel1786 @_evelynrae Anti vax will fix that 😅🤣😆,en,[],[],[],0,0,1,[],[],https://twitter.com/DonRascal1/status/1403872809625874440,False,,0,,,,,,,,"[{'screen_name': 'BenHopkinsAus', 'name': 'Ben Hopkins', 'id': '1304718225658109953'}, {'screen_name': 'kiel1786', 'name': 'Kiel', 'id': '803400089368571904'}, {'screen_name': '_evelynrae', 'name': 'Evelyn Rae', 'id': '1109755416496398336'}]",,,,
1403611685248659456,1403611685248659456,2021-06-12 17:14:38 AEST,2021-06-12,17:14:38,+1000,22111680,jackiewarner13,j a c k i e💜,,Hahaha this anti vax scene in house. The baby has a cold &amp; the mum is confused why &amp; she's like oh I don't believe she needs to be vaccinated.  House saying a great business is baby coffins bc anti vaxxers think they're smarter,en,[],[],[],0,0,0,[],[],https://twitter.com/JackieWarner13/status/1403611685248659456,False,,0,,,,,,,,[],,,,
1403535594563588096,1403514921271320582,2021-06-12 12:12:16 AEST,2021-06-12,12:12:16,+1000,357436825,rafdiddy,RDīddï,,"@Sean55352532 @cryptomanran Worth clarifying for the anti vax crowd: there is still a small possibility of getting Covid (depending on vaccine + strain). Also worth mentioning - even if you are unlucky enough to contract it, symptoms will not be as severe and appears &gt;99% likely hospitalisation not req’d.",en,[],[],[],0,0,1,[],[],https://twitter.com/RafDiddy/status/1403535594563588096,False,,0,,,,,,,,"[{'screen_name': 'Sean55352532', 'name': 'Crypto Keeper', 'id': '862035006683852802'}, {'screen_name': 'cryptomanran', 'name': 'Ran Neuner (Non fungible)', 'id': '58487473'}]",,,,
1401869207931736068,1401869207931736068,2021-06-07 21:50:39 AEST,2021-06-07,21:50:39,+1000,20405787,missrobinson,Amber Robinson,,Does anyone speak Leunig around here? I feel like this is making a *point* - probably anti vax - but what?,en,[],[],[],8,0,7,[],[],https://twitter.com/missrobinson/status/1401869207931736068,False,https://twitter.com/leunigcartoons/status/1401723851185213440,0,,,,,,,,[],,,,
1401020154763304962,1401017953126998017,2021-06-05 13:36:49 AEST,2021-06-05,13:36:49,+1000,424514602,theapathist,theapathist,,"@NeilMcMahon With a global pandemic, anti Vax represents an unparalleled level of dangerous, and stupid.",en,[],[],[],0,0,0,[],[],https://twitter.com/theapathist/status/1401020154763304962,False,,0,,,,,,,,"[{'screen_name': 'NeilMcMahon', 'name': 'Neil McMahon', 'id': '17250722'}]",,,,
1398436053078315009,1398436053078315009,2021-05-29 10:28:31 AEST,2021-05-29,10:28:31,+1000,66077648,k_sheldrick,Kyle Sheldrick,,"On the train to Sydney and there's the yellow shirt anti vax anti lockdown protestors.  One has a sign saying ""the media is the virus"".",en,[],[],[],1,0,6,[],[],https://twitter.com/K_Sheldrick/status/1398436053078315009,False,,0,,,,,,,,[],,,,
1394586447953371137,1394586447953371137,2021-05-18 19:31:34 AEST,2021-05-18,19:31:34,+1000,2225880756,bondibadboy,Jay Luke,,@johndarvall YES it should be compulsory JD!! Looking  forward to all the anti vax nutters calling in John! 🤣🤣🤣🤣🤣🤣@bbcrb,en,"[{'screen_name': 'johndarvall', 'name': 'john darvall', 'id': '331548082'}, {'screen_name': 'bbcrb', 'name': 'bbc radio bristol', 'id': '86327160'}]",[],[],0,0,0,[],[],https://twitter.com/BondiBadBoy/status/1394586447953371137,False,,0,,,,,,,,[],,,,
1393033248020721667,1393033248020721667,2021-05-14 12:39:42 AEST,2021-05-14,12:39:42,+1000,489231338,oceansnevlisten,Wayne Massingham,,The replies confound me. So many complaining about Anti Vaxxers but if you’re Pro Vax (as I am) wouldn’t you listen to the science. And if you’ve rightly said ‘listen to the science’ in the past why would you stop now.,en,[],[],[],0,0,1,[],[],https://twitter.com/Oceansnevlisten/status/1393033248020721667,False,https://twitter.com/CDCgov/status/1392911350058323973,0,,,,,,,,[],,,,
1390435979282960385,1390306825371717633,2021-05-07 08:39:05 AEST,2021-05-07,08:39:05,+1000,449315951,johnlutge,John Lutge 🐀,,@naomirwolf Hi Naomi. You are factually wrong in your anti vax and anti mask stance.,en,[],[],[],0,0,0,[],[],https://twitter.com/JohnLutge/status/1390435979282960385,False,,0,,,,,,,,"[{'screen_name': 'naomirwolf', 'name': 'Dr Naomi Wolf', 'id': '289420613'}]",,,,
1384608894429761542,1384329218050326532,2021-04-21 06:44:19 AEST,2021-04-21,06:44:19,+1000,94479229,antonposa,Anton Posa,,"@daihenwood For sure. But it will give the anti vax community ammunition, which is a shame.",en,[],[],[],1,0,1,[],[],https://twitter.com/antonposa/status/1384608894429761542,False,,0,,,,,,,,"[{'screen_name': 'daihenwood', 'name': 'Dai Henwood', 'id': '14654049'}]",,,,
1384306795582165003,1384306795582165003,2021-04-20 10:43:53 AEST,2021-04-20,10:43:53,+1000,7050962,fictillius,EvanZeneca,,Yes you are anti vax. I’m 36 and just took the AZ vaccination.,en,[],[],[],5,0,16,[],[],https://twitter.com/fictillius/status/1384306795582165003,False,https://twitter.com/wendyemily2/status/1383551788574339076,0,,,,,,,,[],,,,
1383010361398362119,1383009603995148297,2021-04-16 20:52:19 AEST,2021-04-16,20:52:19,+1000,63278996,louieloulouigi,LouieLou,,"@GregDore2 Greg, I know over 60s who are not anti Vax  who won't go near AZ now.  Actively posting on socials against it. The knock on effect of this is huge",en,[],[],[],2,0,5,[],[],https://twitter.com/LouieLouLouigi/status/1383010361398362119,False,,0,,,,,,,,"[{'screen_name': 'GregDore2', 'name': 'Greg Dore', 'id': '922210887506657280'}]",,,,
1374133080068300802,1373788894282534914,2021-03-23 09:57:11 AEDT,2021-03-23,09:57:11,+1000,449315951,johnlutge,John Lutge 🐀,,@Heather74299543 @Too_Many_Leaks @naomirwolf Only the Anti Vax nut jobs will refuse vaccination in Australia. Less that 1%.,en,[],[],[],1,0,1,[],[],https://twitter.com/JohnLutge/status/1374133080068300802,False,,0,,,,,,,,"[{'screen_name': 'Heather74299543', 'name': 'Heather✳️', 'id': '1193624469236928512'}, {'screen_name': 'Too_Many_Leaks', 'name': 'Flight_Like_a_Flynn', 'id': '341601545'}, {'screen_name': 'naomirwolf', 'name': 'Dr Naomi Wolf', 'id': '289420613'}]",,,,
1363845375325466625,1363816236849659905,2021-02-23 00:37:31 AEDT,2021-02-23,00:37:31,+1000,39455201,elvissinosic,ElⓋis 🙂 Sinosi©,,"@PatMrClean You can be pro-vax, anti-mandate, pro-choice and pro-freedom. That doesn't make you anti-Vax. Being against one Vax doesn't mean you're against all Vax.",en,[],[],[],1,0,0,[],[],https://twitter.com/ElvisSinosic/status/1363845375325466625,False,,0,,,,,,,,"[{'screen_name': 'PatMrClean', 'name': 'Mr Clean', 'id': '325460179'}]",,,,
1362168772530827265,1362168772530827265,2021-02-18 09:35:17 AEDT,2021-02-18,09:35:17,+1000,1511959332,_angemccormack,Ange McCormack,,When it’s only 9am but you’re already over the anti vax Karens in @triplejHack’s DMs  https://t.co/ex3t5vpnl2,en,"[{'screen_name': 'triplejhack', 'name': 'triplejhack', 'id': '17638368'}]",[],['https://pbs.twimg.com/media/EudlRo3VoAE1AAK.jpg'],10,42,1204,[],[],https://twitter.com/_angemccormack/status/1362168772530827265,False,,1,https://pbs.twimg.com/media/EudlRo3VoAE1AAK.jpg,,,,,,,[],,,,
1344976401066196992,1344976401066196992,2021-01-01 22:58:57 AEDT,2021-01-01,22:58:57,+1000,2927197410,deagle110,peter hunt,,"kenyan antitetanus vax progr  LifeSiteNews, [November 2014] a Catholic publication, the Kenya Catholic Doctors Association is charging UNICEF and WHO with sterilizing millions of girls and women under cover of an anti-tetanus vaccination program sponsored by the Kenyan government",en,[],[],[],0,0,0,[],[],https://twitter.com/deagle110/status/1344976401066196992,False,,0,,,,,,,,[],,,,
